period_start,period_end,period_start_utc,period_end_utc,sn,n_datapoints,sample_rh,sample_temp,pm1,pm25,pm10,co,no,no2,o3
2025-11-15T12:00:00-05:00,2025-11-15T13:00:00-05:00,2025-11-15T17:00:00+00:00,2025-11-15T18:00:00+00:00,MOD-X-00959,60,42.797,13.478,11.895,12.5,23.602,-16.731,3.627,25.958,-24.845
2025-11-15T13:00:00-05:00,2025-11-15T14:00:00-05:00,2025-11-15T18:00:00+00:00,2025-11-15T19:00:00+00:00,MOD-X-00959,60,43.493,13.643,13.547,14.142,27.371,-12.719,3.919,26.735,-23.595
2025-11-15T14:00:00-05:00,2025-11-15T15:00:00-05:00,2025-11-15T19:00:00+00:00,2025-11-15T20:00:00+00:00,MOD-X-00959,60,45.203,13.792,14.62,15.334,32.742,10.493,4.247,28.319,-24.319
2025-11-15T15:00:00-05:00,2025-11-15T16:00:00-05:00,2025-11-15T20:00:00+00:00,2025-11-15T21:00:00+00:00,MOD-X-00959,60,45.78,13.765,14.238,14.955,31.163,12.497,3.744,30.467,-25.799
2025-11-15T16:00:00-05:00,2025-11-15T17:00:00-05:00,2025-11-15T21:00:00+00:00,2025-11-15T22:00:00+00:00,MOD-X-00959,60,47.268,13.188,13.727,14.32,30.756,12.748,4.407,29.952,-24.825
2025-11-15T17:00:00-05:00,2025-11-15T18:00:00-05:00,2025-11-15T22:00:00+00:00,2025-11-15T23:00:00+00:00,MOD-X-00959,60,49.835,12.56,15.043,15.696,31.784,30.302,4.902,30.578,-26.994
2025-11-15T18:00:00-05:00,2025-11-15T19:00:00-05:00,2025-11-15T23:00:00+00:00,2025-11-16T00:00:00+00:00,MOD-X-00959,60,52.117,12.18,17.464,18.121,34.959,42.234,5.068,30.425,-28.413
2025-11-15T19:00:00-05:00,2025-11-15T20:00:00-05:00,2025-11-16T00:00:00+00:00,2025-11-16T01:00:00+00:00,MOD-X-00959,18,,,,,,,,,
2025-11-15T20:00:00-05:00,2025-11-15T21:00:00-05:00,2025-11-16T01:00:00+00:00,2025-11-16T02:00:00+00:00,MOD-X-00959,0,,,,,,,,,
2025-11-15T21:00:00-05:00,2025-11-15T22:00:00-05:00,2025-11-16T02:00:00+00:00,2025-11-16T03:00:00+00:00,MOD-X-00959,0,,,,,,,,,
2025-11-15T22:00:00-05:00,2025-11-15T23:00:00-05:00,2025-11-16T03:00:00+00:00,2025-11-16T04:00:00+00:00,MOD-X-00959,0,,,,,,,,,
2025-11-15T23:00:00-05:00,2025-11-16T00:00:00-05:00,2025-11-16T04:00:00+00:00,2025-11-16T05:00:00+00:00,MOD-X-00959,0,,,,,,,,,
