datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure1HourMean.raw,atmPressure1HourMean.status,atmPressure1HourMean.value,bcAllSources1HourMean.raw,bcAllSources1HourMean.status,bcAllSources1HourMean.value,bcBiomass1HourMean.raw,bcBiomass1HourMean.status,bcBiomass1HourMean.value,bcFossilFuel1HourMean.raw,bcFossilFuel1HourMean.status,bcFossilFuel1HourMean.value,bcSpectralB1HourMean.raw,bcSpectralB1HourMean.status,bcSpectralB1HourMean.value,bcSpectralG1HourMean.raw,bcSpectralG1HourMean.status,bcSpectralG1HourMean.value,bcSpectralIR1HourMean.raw,bcSpectralIR1HourMean.status,bcSpectralIR1HourMean.value,bcSpectralR1HourMean.raw,bcSpectralR1HourMean.status,bcSpectralR1HourMean.value,bcSpectralUV1HourMean.raw,bcSpectralUV1HourMean.status,bcSpectralUV1HourMean.value,no2Conc1HourMean.raw,no2Conc1HourMean.status,no2Conc1HourMean.value,no2Conc1HourMeanUsEpaAqi.raw,no2Conc1HourMeanUsEpaAqi.status,no2Conc1HourMeanUsEpaAqi.value,no2Conc1HourMeanWaDwerAqi.raw,no2Conc1HourMeanWaDwerAqi.status,no2Conc1HourMeanWaDwerAqi.value,o3Conc1HourMean.raw,o3Conc1HourMean.status,o3Conc1HourMean.value,o3Conc1HourMeanWaDwerAqi.raw,o3Conc1HourMeanWaDwerAqi.status,o3Conc1HourMeanWaDwerAqi.value,pm10ConcMass1HourMean.raw,pm10ConcMass1HourMean.status,pm10ConcMass1HourMean.value,pm10ConcMass1HourMeanWaDwerAqi.raw,pm10ConcMass1HourMeanWaDwerAqi.status,pm10ConcMass1HourMeanWaDwerAqi.value,pm10ConcMass24HourRollingMean.raw,pm10ConcMass24HourRollingMean.status,pm10ConcMass24HourRollingMean.value,pm10ConcNum1HourMean.raw,pm10ConcNum1HourMean.status,pm10ConcNum1HourMean.value,pm10ConcNum24HourRollingMean.raw,pm10ConcNum24HourRollingMean.status,pm10ConcNum24HourRollingMean.value,pm1ConcMass1HourMean.raw,pm1ConcMass1HourMean.status,pm1ConcMass1HourMean.value,pm1ConcNum1HourMean.raw,pm1ConcNum1HourMean.status,pm1ConcNum1HourMean.value,pm2_5ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value,pm2_5ConcMass1HourMeanWaDwerAqi.raw,pm2_5ConcMass1HourMeanWaDwerAqi.status,pm2_5ConcMass1HourMeanWaDwerAqi.value,pm2_5ConcMass24HourRollingMean.raw,pm2_5ConcMass24HourRollingMean.status,pm2_5ConcMass24HourRollingMean.value,pm2_5ConcMassNowcast.raw,pm2_5ConcMassNowcast.status,pm2_5ConcMassNowcast.value,pm2_5ConcMassNowcastUsEpaAqi.raw,pm2_5ConcMassNowcastUsEpaAqi.status,pm2_5ConcMassNowcastUsEpaAqi.value,pm2_5ConcNum1HourMean.raw,pm2_5ConcNum1HourMean.status,pm2_5ConcNum1HourMean.value,pm2_5ConcNum24HourRollingMean.raw,pm2_5ConcNum24HourRollingMean.status,pm2_5ConcNum24HourRollingMean.value,relHumidAmbient1HourMean.raw,relHumidAmbient1HourMean.status,relHumidAmbient1HourMean.value,relHumidInternal1HourMean.raw,relHumidInternal1HourMean.status,relHumidInternal1HourMean.value,temperatureAmbient1HourMean.raw,temperatureAmbient1HourMean.status,temperatureAmbient1HourMean.value,temperatureInternal1HourMean.raw,temperatureInternal1HourMean.status,temperatureInternal1HourMean.value,windDirection1HourMean.raw,windDirection1HourMean.status,windDirection1HourMean.value,windSpeed1HourMean.raw,windSpeed1HourMean.status,windSpeed1HourMean.value
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T15:00:00.000Z,2025-11-10T16:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,calibration-missing,,8,calibration-missing,,10,calibration-missing,,20.30,calibration-missing,,20,calibration-missing,,0.92,calibration-missing,,1,calibration-missing,,33.68,calibration-missing,,1.00,sensor-ready,1.00,27.98,sensor-ready,27.98,0.00,calibration-missing,,0.95,sensor-ready,0.95,0.75,calibrated-ready,3.07,1,calibrated-ready,3,28.23,calibrated-ready,12.30,0.76,calibrated-ready,3.04,4,calibrated-ready,17,0.97,sensor-ready,0.97,27.61,sensor-ready,27.61,,,,57.46,sensor-ready,57.46,,,,7.99,sensor-ready,7.99,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T15:00:00.000Z,2025-11-10T16:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,calibration-missing,,7,calibration-missing,,7,calibration-missing,,17.74,calibration-missing,,18,calibration-missing,,1.05,calibration-missing,,1,calibration-missing,,34.50,calibration-missing,,0.98,sensor-ready,0.98,29.57,sensor-ready,29.57,0.00,calibration-missing,,0.92,sensor-ready,0.92,0.80,calibrated-ready,3.07,1,calibrated-ready,3,28.11,calibrated-ready,12.89,0.77,calibrated-ready,3.01,4,calibrated-ready,17,0.94,sensor-ready,0.94,29.19,sensor-ready,29.19,,,,58.15,sensor-ready,58.15,,,,7.69,sensor-ready,7.69,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T16:00:00.000Z,2025-11-10T17:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,calibration-missing,,7,calibration-missing,,7,calibration-missing,,20.23,calibration-missing,,20,calibration-missing,,0.84,calibration-missing,,1,calibration-missing,,32.12,calibration-missing,,0.88,sensor-ready,0.88,26.63,sensor-ready,26.63,0.00,calibration-missing,,0.82,sensor-ready,0.82,0.84,calibrated-ready,3.05,1,calibrated-ready,3,26.80,calibrated-ready,11.79,0.80,calibrated-ready,3.04,4,calibrated-ready,17,0.84,sensor-ready,0.84,26.26,sensor-ready,26.26,,,,57.11,sensor-ready,57.11,,,,7.20,sensor-ready,7.20,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T16:00:00.000Z,2025-11-10T17:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.90,calibration-missing,,6,calibration-missing,,7,calibration-missing,,18.91,calibration-missing,,19,calibration-missing,,1.18,calibration-missing,,1,calibration-missing,,32.92,calibration-missing,,0.91,sensor-ready,0.91,28.14,sensor-ready,28.14,0.00,calibration-missing,,0.85,sensor-ready,0.85,0.87,calibrated-ready,3.13,1,calibrated-ready,3,26.68,calibrated-ready,12.35,0.82,calibrated-ready,3.07,4,calibrated-ready,17,0.87,sensor-ready,0.87,27.77,sensor-ready,27.77,,,,57.35,sensor-ready,57.35,,,,7.05,sensor-ready,7.05,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T17:00:00.000Z,2025-11-10T18:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,calibration-missing,,6,calibration-missing,,6,calibration-missing,,21.98,calibration-missing,,22,calibration-missing,,1.02,calibration-missing,,1,calibration-missing,,30.33,calibration-missing,,1.12,sensor-ready,1.12,25.16,sensor-ready,25.16,0.00,calibration-missing,,1.07,sensor-ready,1.07,0.80,calibrated-ready,3.19,1,calibrated-ready,3,25.22,calibrated-ready,11.24,0.80,calibrated-ready,3.12,4,calibrated-ready,17,1.08,sensor-ready,1.08,24.82,sensor-ready,24.82,,,,55.79,sensor-ready,55.79,,,,6.98,sensor-ready,6.98,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T17:00:00.000Z,2025-11-10T18:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,calibration-missing,,5,calibration-missing,,6,calibration-missing,,20.76,calibration-missing,,21,calibration-missing,,1.02,calibration-missing,,1,calibration-missing,,31.00,calibration-missing,,1.24,sensor-ready,1.24,26.58,sensor-ready,26.58,0.00,calibration-missing,,1.17,sensor-ready,1.17,0.87,calibrated-ready,3.19,1,calibrated-ready,3,25.09,calibrated-ready,11.76,0.84,calibrated-ready,3.13,4,calibrated-ready,17,1.21,sensor-ready,1.21,26.23,sensor-ready,26.23,,,,56.43,sensor-ready,56.43,,,,6.86,sensor-ready,6.86,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T18:00:00.000Z,2025-11-10T19:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89,calibration-missing,,6,calibration-missing,,7,calibration-missing,,22.52,calibration-missing,,23,calibration-missing,,1.07,calibration-missing,,1,calibration-missing,,28.42,calibration-missing,,1.15,sensor-ready,1.15,23.66,sensor-ready,23.66,0.00,calibration-missing,,1.08,sensor-ready,1.08,0.84,calibrated-ready,3.25,1,calibrated-ready,3,23.59,calibrated-ready,10.68,0.82,calibrated-ready,3.13,4,calibrated-ready,17,1.12,sensor-ready,1.12,23.33,sensor-ready,23.33,,,,54.93,sensor-ready,54.93,,,,6.75,sensor-ready,6.75,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T18:00:00.000Z,2025-11-10T19:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,calibration-missing,,6,calibration-missing,,6,calibration-missing,,20.77,calibration-missing,,21,calibration-missing,,1.00,calibration-missing,,1,calibration-missing,,29.06,calibration-missing,,1.22,sensor-ready,1.22,24.99,sensor-ready,24.99,0.00,calibration-missing,,1.17,sensor-ready,1.17,0.92,calibrated-ready,3.21,1,calibrated-ready,3,23.50,calibrated-ready,11.17,0.88,calibrated-ready,3.11,4,calibrated-ready,17,1.19,sensor-ready,1.19,24.66,sensor-ready,24.66,,,,55.80,sensor-ready,55.80,,,,6.56,sensor-ready,6.56,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T19:00:00.000Z,2025-11-10T20:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,calibration-missing,,6,calibration-missing,,7,calibration-missing,,25.43,calibration-missing,,25,calibration-missing,,1.19,calibration-missing,,1,calibration-missing,,26.42,calibration-missing,,1.08,sensor-ready,1.08,22.04,sensor-ready,22.04,0.00,calibration-missing,,1.02,sensor-ready,1.02,1.05,calibrated-ready,3.30,1,calibrated-ready,3,21.91,calibrated-ready,10.09,0.93,calibrated-ready,3.10,5,calibrated-ready,17,1.03,sensor-ready,1.03,21.72,sensor-ready,21.72,,,,54.35,sensor-ready,54.35,,,,6.09,sensor-ready,6.09,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T19:00:00.000Z,2025-11-10T20:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,calibration-missing,,6,calibration-missing,,6,calibration-missing,,21.84,calibration-missing,,22,calibration-missing,,1.07,calibration-missing,,1,calibration-missing,,27.07,calibration-missing,,1.18,sensor-ready,1.18,23.32,sensor-ready,23.32,0.00,calibration-missing,,1.13,sensor-ready,1.13,1.00,calibrated-ready,3.28,1,calibrated-ready,3,21.85,calibrated-ready,10.56,0.93,calibrated-ready,3.09,5,calibrated-ready,17,1.15,sensor-ready,1.15,23.00,sensor-ready,23.00,,,,54.54,sensor-ready,54.54,,,,6.05,sensor-ready,6.05,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T20:00:00.000Z,2025-11-10T21:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.30,calibration-missing,,6,calibration-missing,,6,calibration-missing,,27.26,calibration-missing,,27,calibration-missing,,1.07,calibration-missing,,1,calibration-missing,,24.31,calibration-missing,,1.29,sensor-ready,1.29,20.30,sensor-ready,20.30,0.00,calibration-missing,,1.21,sensor-ready,1.21,0.92,calibrated-ready,3.43,1,calibrated-ready,3,20.15,calibrated-ready,9.46,0.93,calibrated-ready,3.18,5,calibrated-ready,17,1.25,sensor-ready,1.25,20.00,sensor-ready,20.00,,,,51.44,sensor-ready,51.44,,,,5.42,sensor-ready,5.42,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T20:00:00.000Z,2025-11-10T21:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,calibration-missing,,6,calibration-missing,,6,calibration-missing,,25.03,calibration-missing,,25,calibration-missing,,1.15,calibration-missing,,1,calibration-missing,,24.97,calibration-missing,,1.16,sensor-ready,1.16,21.52,sensor-ready,21.52,0.00,calibration-missing,,1.10,sensor-ready,1.10,0.75,calibrated-ready,3.38,1,calibrated-ready,3,20.09,calibrated-ready,9.91,0.85,calibrated-ready,3.16,4,calibrated-ready,17,1.12,sensor-ready,1.12,21.22,sensor-ready,21.22,,,,52.51,sensor-ready,52.51,,,,5.36,sensor-ready,5.36,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T21:00:00.000Z,2025-11-10T22:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50,calibration-missing,,7,calibration-missing,,8,calibration-missing,,28.75,calibration-missing,,29,calibration-missing,,1.41,calibration-missing,,1,calibration-missing,,22.07,calibration-missing,,1.64,sensor-ready,1.64,18.44,sensor-ready,18.44,0.08,calibration-missing,,1.55,sensor-ready,1.55,1.25,calibrated-ready,3.60,1,calibrated-ready,4,18.29,calibrated-ready,8.80,1.09,calibrated-ready,3.30,6,calibrated-ready,18,1.60,sensor-ready,1.60,18.16,sensor-ready,18.16,,,,51.17,sensor-ready,51.17,,,,5.06,sensor-ready,5.06,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T21:00:00.000Z,2025-11-10T22:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,calibration-missing,,6,calibration-missing,,7,calibration-missing,,24.34,calibration-missing,,24,calibration-missing,,1.02,calibration-missing,,1,calibration-missing,,22.74,calibration-missing,,1.60,sensor-ready,1.60,19.66,sensor-ready,19.66,0.00,calibration-missing,,1.54,sensor-ready,1.54,1.00,calibrated-ready,3.46,1,calibrated-ready,3,18.27,calibrated-ready,9.24,0.92,calibrated-ready,3.24,5,calibrated-ready,18,1.57,sensor-ready,1.57,19.37,sensor-ready,19.37,,,,51.77,sensor-ready,51.77,,,,4.92,sensor-ready,4.92,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T22:00:00.000Z,2025-11-10T23:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83,calibration-missing,,8,calibration-missing,,9,calibration-missing,,31.90,calibration-missing,,32,calibration-missing,,2.07,calibration-missing,,2,calibration-missing,,19.62,calibration-missing,,2.53,sensor-ready,2.53,16.48,sensor-ready,16.48,0.44,calibration-missing,,2.44,sensor-ready,2.44,1.96,calibrated-ready,3.95,2,calibrated-ready,4,16.30,calibrated-ready,8.12,1.52,calibrated-ready,3.53,8,calibrated-ready,19,2.50,sensor-ready,2.50,16.22,sensor-ready,16.22,,,,51.31,sensor-ready,51.31,,,,4.49,sensor-ready,4.49,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T22:00:00.000Z,2025-11-10T23:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.90,calibration-missing,,4,calibration-missing,,5,calibration-missing,,28.58,calibration-missing,,29,calibration-missing,,2.42,calibration-missing,,2,calibration-missing,,20.37,calibration-missing,,2.41,sensor-ready,2.41,17.63,sensor-ready,17.63,0.46,calibration-missing,,2.32,sensor-ready,2.32,1.75,calibrated-ready,4.04,2,calibrated-ready,4,16.34,calibrated-ready,8.55,1.33,calibrated-ready,3.53,7,calibrated-ready,19,2.38,sensor-ready,2.38,17.36,sensor-ready,17.36,,,,50.84,sensor-ready,50.84,,,,4.39,sensor-ready,4.39,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-10T23:00:00.000Z,2025-11-11T00:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,calibration-missing,,4,calibration-missing,,5,calibration-missing,,32.24,calibration-missing,,32,calibration-missing,,2.07,calibration-missing,,2,calibration-missing,,16.90,calibration-missing,,2.18,sensor-ready,2.18,14.24,sensor-ready,14.24,0.49,calibration-missing,,2.08,sensor-ready,2.08,1.97,calibrated-ready,4.07,2,calibrated-ready,4,14.10,calibrated-ready,7.37,1.75,calibrated-ready,3.70,9,calibrated-ready,21,2.14,sensor-ready,2.14,14.00,sensor-ready,14.00,,,,47.35,sensor-ready,47.35,,,,3.99,sensor-ready,3.99,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-10T23:00:00.000Z,2025-11-11T00:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,calibration-missing,,4,calibration-missing,,5,calibration-missing,,30.80,calibration-missing,,31,calibration-missing,,2.10,calibration-missing,,2,calibration-missing,,17.59,calibration-missing,,2.32,sensor-ready,2.32,15.26,sensor-ready,15.26,0.56,calibration-missing,,2.22,sensor-ready,2.22,1.79,calibrated-ready,4.06,2,calibrated-ready,4,14.15,calibrated-ready,7.76,1.56,calibrated-ready,3.70,8,calibrated-ready,21,2.28,sensor-ready,2.28,15.02,sensor-ready,15.02,,,,48.00,sensor-ready,48.00,,,,3.86,sensor-ready,3.86,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-11T00:00:00.000Z,2025-11-11T01:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,calibration-missing,,7,calibration-missing,,7,calibration-missing,,33.34,calibration-missing,,33,calibration-missing,,1.84,calibration-missing,,2,calibration-missing,,13.55,calibration-missing,,2.16,sensor-ready,2.16,11.50,sensor-ready,11.50,0.23,calibration-missing,,2.06,sensor-ready,2.06,1.61,calibrated-ready,3.90,2,calibrated-ready,4,11.40,calibrated-ready,6.48,1.68,calibrated-ready,3.73,9,calibrated-ready,21,2.12,sensor-ready,2.12,11.31,sensor-ready,11.31,,,,49.58,sensor-ready,49.58,,,,3.04,sensor-ready,3.04,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-11T00:00:00.000Z,2025-11-11T01:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.39,calibration-missing,,8,calibration-missing,,9,calibration-missing,,27.94,calibration-missing,,28,calibration-missing,,2.17,calibration-missing,,2,calibration-missing,,14.23,calibration-missing,,2.00,sensor-ready,2.00,12.39,sensor-ready,12.39,0.08,calibration-missing,,1.91,sensor-ready,1.91,1.71,calibrated-ready,3.98,2,calibrated-ready,4,11.52,calibrated-ready,6.82,1.64,calibrated-ready,3.76,9,calibrated-ready,21,1.96,sensor-ready,1.96,12.20,sensor-ready,12.20,,,,49.29,sensor-ready,49.29,,,,3.02,sensor-ready,3.02,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-11T01:00:00.000Z,2025-11-11T02:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,calibration-missing,,8,calibration-missing,,9,calibration-missing,,29.41,calibration-missing,,29,calibration-missing,,2.20,calibration-missing,,2,calibration-missing,,9.27,calibration-missing,,2.29,sensor-ready,2.29,8.13,sensor-ready,8.13,0.15,calibration-missing,,2.18,sensor-ready,2.18,2.02,calibrated-ready,3.94,2,calibrated-ready,4,7.94,calibrated-ready,5.41,1.85,calibrated-ready,3.79,10,calibrated-ready,21,2.25,sensor-ready,2.25,8.00,sensor-ready,8.00,,,,52.04,sensor-ready,52.04,,,,2.28,sensor-ready,2.28,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-11T01:00:00.000Z,2025-11-11T02:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,calibration-missing,,8,calibration-missing,,9,calibration-missing,,25.37,calibration-missing,,25,calibration-missing,,2.84,calibration-missing,,3,calibration-missing,,9.79,calibration-missing,,2.38,sensor-ready,2.38,8.87,sensor-ready,8.87,0.39,calibration-missing,,2.27,sensor-ready,2.27,2.21,calibrated-ready,4.12,2,calibrated-ready,4,8.15,calibrated-ready,5.64,1.92,calibrated-ready,3.88,11,calibrated-ready,21,2.33,sensor-ready,2.33,8.73,sensor-ready,8.73,,,,52.16,sensor-ready,52.16,,,,2.27,sensor-ready,2.27,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-11T02:00:00.000Z,2025-11-11T03:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,calibration-missing,,3,calibration-missing,,4,calibration-missing,,33.16,calibration-missing,,33,calibration-missing,,1.92,calibration-missing,,2,calibration-missing,,5.39,calibration-missing,,1.74,sensor-ready,1.74,4.78,sensor-ready,4.78,0.00,calibration-missing,,1.65,sensor-ready,1.65,1.57,calibrated-ready,3.82,2,calibrated-ready,4,4.70,calibrated-ready,4.39,1.71,calibrated-ready,3.80,9,calibrated-ready,21,1.69,sensor-ready,1.69,4.70,sensor-ready,4.70,,,,50.58,sensor-ready,50.58,,,,1.80,sensor-ready,1.80,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-11T02:00:00.000Z,2025-11-11T03:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,calibration-missing,,5,calibration-missing,,6,calibration-missing,,29.46,calibration-missing,,29,calibration-missing,,1.84,calibration-missing,,2,calibration-missing,,5.94,calibration-missing,,1.59,sensor-ready,1.59,5.47,sensor-ready,5.47,0.00,calibration-missing,,1.53,sensor-ready,1.53,1.23,calibrated-ready,3.76,1,calibrated-ready,4,5.01,calibrated-ready,4.58,1.57,calibrated-ready,3.83,8,calibrated-ready,21,1.56,sensor-ready,1.56,5.39,sensor-ready,5.39,,,,50.84,sensor-ready,50.84,,,,1.79,sensor-ready,1.79,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-11T03:00:00.000Z,2025-11-11T04:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09,calibration-missing,,7,calibration-missing,,7,calibration-missing,,30.42,calibration-missing,,30,calibration-missing,,2.66,calibration-missing,,3,calibration-missing,,2.90,calibration-missing,,2.41,sensor-ready,2.41,2.85,sensor-ready,2.85,0.33,calibration-missing,,2.29,sensor-ready,2.29,2.35,calibrated-ready,4.08,2,calibrated-ready,4,2.63,calibrated-ready,3.77,2.03,calibrated-ready,3.88,11,calibrated-ready,21,2.36,sensor-ready,2.36,2.80,sensor-ready,2.80,,,,52.47,sensor-ready,52.47,,,,1.30,sensor-ready,1.30,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-11T03:00:00.000Z,2025-11-11T04:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73,calibration-missing,,6,calibration-missing,,7,calibration-missing,,27.46,calibration-missing,,27,calibration-missing,,2.55,calibration-missing,,3,calibration-missing,,2.98,calibration-missing,,2.30,sensor-ready,2.30,2.92,sensor-ready,2.92,0.48,calibration-missing,,2.19,sensor-ready,2.19,2.19,calibrated-ready,4.04,2,calibrated-ready,4,2.63,calibrated-ready,3.77,1.88,calibrated-ready,3.88,10,calibrated-ready,21,2.26,sensor-ready,2.26,2.88,sensor-ready,2.88,,,,52.13,sensor-ready,52.13,,,,1.27,sensor-ready,1.27,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-11T04:00:00.000Z,2025-11-11T05:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48,calibration-missing,,8,calibration-missing,,8,calibration-missing,,29.58,calibration-missing,,30,calibration-missing,,2.71,calibration-missing,,3,calibration-missing,,2.25,calibration-missing,,2.67,sensor-ready,2.67,2.33,sensor-ready,2.33,0.51,calibration-missing,,2.55,sensor-ready,2.55,2.61,calibrated-ready,4.04,3,calibrated-ready,4,2.05,calibrated-ready,3.62,2.32,calibrated-ready,3.91,13,calibrated-ready,22,2.63,sensor-ready,2.63,2.28,sensor-ready,2.28,,,,54.61,sensor-ready,54.61,,,,1.02,sensor-ready,1.02,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-11T04:00:00.000Z,2025-11-11T05:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03,calibration-missing,,8,calibration-missing,,9,calibration-missing,,25.03,calibration-missing,,25,calibration-missing,,2.02,calibration-missing,,2,calibration-missing,,2.18,calibration-missing,,2.21,sensor-ready,2.21,2.27,sensor-ready,2.27,0.39,calibration-missing,,2.10,sensor-ready,2.10,1.77,calibrated-ready,3.74,2,calibrated-ready,4,1.90,calibrated-ready,3.58,1.82,calibrated-ready,3.85,10,calibrated-ready,21,2.17,sensor-ready,2.17,2.23,sensor-ready,2.23,,,,55.04,sensor-ready,55.04,,,,0.96,sensor-ready,0.96,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-11T05:00:00.000Z,2025-11-11T06:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82,calibration-missing,,6,calibration-missing,,7,calibration-missing,,28.48,calibration-missing,,28,calibration-missing,,3.13,calibration-missing,,3,calibration-missing,,1.88,calibration-missing,,3.11,sensor-ready,3.11,1.99,sensor-ready,1.99,1.00,calibration-missing,,2.99,sensor-ready,2.99,2.84,calibrated-ready,4.18,3,calibrated-ready,4,1.70,calibrated-ready,3.54,2.58,calibrated-ready,3.98,14,calibrated-ready,22,3.07,sensor-ready,3.07,1.96,sensor-ready,1.96,,,,55.56,sensor-ready,55.56,,,,1.39,sensor-ready,1.39,,,,,,
DYITV0908,A44MFTF3,CLARITY_NODE,hour,2025-11-11T05:00:00.000Z,2025-11-11T06:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,calibration-missing,,8,calibration-missing,,8,calibration-missing,,26.48,calibration-missing,,26,calibration-missing,,3.18,calibration-missing,,3,calibration-missing,,1.84,calibration-missing,,3.00,sensor-ready,3.00,1.94,sensor-ready,1.94,0.85,calibration-missing,,2.88,sensor-ready,2.88,2.71,calibrated-ready,4.21,3,calibrated-ready,4,1.57,calibrated-ready,3.51,2.27,calibrated-ready,3.95,12,calibrated-ready,22,2.95,sensor-ready,2.95,1.90,sensor-ready,1.90,,,,54.85,sensor-ready,54.85,,,,1.29,sensor-ready,1.29,,,,,,
DALCU7773,A93NM49L,CLARITY_NODE,hour,2025-11-11T06:00:00.000Z,2025-11-11T07:00:00.000Z,37.87902695,-122.30192900,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,calibration-missing,,6,calibration-missing,,6,calibration-missing,,32.40,calibration-missing,,32,calibration-missing,,3.79,calibration-missing,,4,calibration-missing,,1.68,calibration-missing,,3.46,sensor-ready,3.46,1.77,sensor-ready,1.77,0.92,calibration-missing,,3.32,sensor-ready,3.32,3.40,calibrated-ready,4.44,3,calibrated-ready,4,1.50,calibrated-ready,3.49,2.99,calibrated-ready,4.12,16,calibrated-ready,23,3.42,sensor-ready,3.42,1.73,sensor-ready,1.73,,,,55.01,sensor-ready,55.01,,,,1.75,sensor-ready,1.75,,,,,,
